timestamp_iso,event_type,frame_latency_ms,fps,cursor_delta_x,cursor_delta_y,x,y,ttt_ms
2026-03-30T15:57:40.504,frame,383.957,0.0,0.0,0.0,1409,266,
2026-03-30T15:57:40.542,frame,29.168,26.19,0.0,0.0,1409,266,
2026-03-30T15:57:40.575,frame,27.727,26.65,0.0,0.0,1409,266,
2026-03-30T15:57:40.626,frame,46.939,25.92,0.0,0.0,1409,266,
2026-03-30T15:57:40.639,frame,7.415,31.61,0.0,0.0,1409,266,
2026-03-30T15:57:40.654,frame,9.305,35.06,0.0,0.0,1409,266,
2026-03-30T15:57:40.703,frame,43.578,33.6,0.0,0.0,1409,266,
2026-03-30T15:57:40.736,frame,27.701,33.32,0.0,0.0,1409,266,
2026-03-30T15:57:40.788,frame,47.492,31.89,0.0,0.0,1409,266,
2026-03-30T15:57:40.800,frame,7.334,36.88,0.0,0.0,1409,266,
2026-03-30T15:57:40.814,frame,8.871,40.29,0.0,0.0,1409,266,
2026-03-30T15:57:40.867,frame,48.83,38.13,0.0,0.0,1409,266,
2026-03-30T15:57:40.899,frame,27.049,37.46,0.0,0.0,1409,266,
2026-03-30T15:57:40.946,frame,42.131,35.85,0.0,0.0,1409,266,
2026-03-30T15:57:40.971,frame,26.769,35.45,0.0,0.0,1409,266,
2026-03-30T15:57:41.026,frame,44.03,33.96,0.0,0.0,1409,266,
2026-03-30T15:57:41.038,frame,6.679,39.39,0.0,0.0,1409,266,
2026-03-30T15:57:41.054,frame,11.42,41.52,0.0,0.0,1409,266,
2026-03-30T15:57:41.104,frame,45.205,39.38,0.0,0.0,1409,266,
2026-03-30T15:57:41.136,frame,27.764,38.53,0.0,0.0,1409,266,
2026-03-30T15:57:41.187,frame,46.213,36.64,0.0,0.0,1409,266,
2026-03-30T15:57:41.199,frame,6.644,41.5,0.0,0.0,1409,266,
2026-03-30T15:57:41.214,frame,10.445,43.96,0.0,0.0,1409,266,
2026-03-30T15:57:41.266,frame,48.025,41.47,0.0,0.0,1409,266,
2026-03-30T15:57:41.295,frame,23.941,40.71,0.0,0.0,1409,266,
2026-03-30T15:57:41.342,frame,41.52,38.81,0.0,0.0,1409,266,
2026-03-30T15:57:41.376,frame,29.864,37.83,0.0,0.0,1409,266,
2026-03-30T15:57:41.426,frame,45.323,36.05,0.0,0.0,1409,266,
2026-03-30T15:57:41.437,frame,6.744,41.39,0.0,0.0,1409,266,
2026-03-30T15:57:41.454,frame,11.44,43.48,0.0,0.0,1409,266,
2026-03-30T15:57:41.508,frame,49.122,40.97,0.0,0.0,1409,266,
2026-03-30T15:57:41.537,frame,23.096,40.35,0.0,0.0,1409,266,
2026-03-30T15:57:41.585,frame,43.126,38.4,0.0,0.0,1409,266,
2026-03-30T15:57:41.596,frame,6.302,43.57,0.0,0.0,1409,266,
2026-03-30T15:57:41.615,frame,14.775,44.39,0.0,0.0,1409,266,
2026-03-30T15:57:41.669,frame,50.025,41.78,0.0,0.0,1409,266,
2026-03-30T15:57:41.700,frame,24.189,40.9,0.0,0.0,1409,266,
2026-03-30T15:57:41.747,frame,42.289,38.93,0.0,0.0,1409,266,
2026-03-30T15:57:41.775,frame,23.123,38.53,0.0,0.0,1409,266,
2026-03-30T15:57:41.827,frame,46.238,36.64,0.0,0.0,1409,266,
2026-03-30T15:57:41.838,frame,6.613,41.88,0.0,0.0,1409,266,
2026-03-30T15:57:41.854,frame,11.636,43.8,0.0,0.0,1409,266,
2026-03-30T15:57:41.907,frame,48.053,41.32,0.0,0.0,1409,266,
2026-03-30T15:57:41.936,frame,25.367,40.52,0.0,0.0,1409,266,
2026-03-30T15:57:41.983,frame,41.535,38.63,0.0,0.0,1409,266,
2026-03-30T15:57:41.995,frame,6.826,43.13,0.0,0.0,1409,266,
2026-03-30T15:57:42.014,frame,14.501,44.06,0.0,0.0,1409,266,
2026-03-30T15:57:42.073,frame,54.279,41.35,0.0,0.0,1409,266,
2026-03-30T15:57:42.096,frame,16.923,41.76,0.0,0.0,1409,266,
2026-03-30T15:57:42.138,frame,46.031,39.55,0.0,0.0,1409,266,
2026-03-30T15:57:42.174,frame,22.395,39.16,0.0,0.0,1409,266,
2026-03-30T15:57:42.227,frame,49.091,37.1,0.0,0.0,1409,266,
2026-03-30T15:57:42.238,frame,6.466,42.41,0.0,0.0,1409,266,
2026-03-30T15:57:42.254,frame,10.643,44.7,0.0,0.0,1409,266,
2026-03-30T15:57:42.308,frame,49.189,42.09,0.0,0.0,1409,266,
2026-03-30T15:57:42.335,frame,22.663,41.51,0.0,0.0,1409,266,
2026-03-30T15:57:42.385,frame,48.566,39.19,0.0,0.0,1409,266,
2026-03-30T15:57:42.402,frame,6.621,43.97,0.0,0.0,1409,266,
