timestamp_iso,event_type,frame_latency_ms,fps,cursor_delta_x,cursor_delta_y,x,y,ttt_ms
2026-03-30T15:19:32.484,frame,21.644,0.0,-0.001748,-0.005347,0.51,0.58,
2026-03-30T15:19:32.511,frame,15.241,37.11,-0.001835,-0.005247,0.51,0.58,
2026-03-30T15:19:32.540,frame,28.534,36.67,-0.001861,-0.004897,0.51,0.58,
2026-03-30T15:19:32.586,frame,44.268,35.06,-0.002013,-0.004963,0.51,0.58,
2026-03-30T15:19:32.601,frame,6.98,39.17,-0.001993,-0.005029,0.51,0.58,
2026-03-30T15:19:32.623,frame,9.921,40.36,-0.001696,-0.005142,0.51,0.58,
2026-03-30T15:19:32.670,frame,43.391,38.34,-0.001915,-0.005143,0.51,0.58,
2026-03-30T15:19:32.700,frame,28.824,37.55,-0.00179,-0.005276,0.51,0.58,
2026-03-30T15:19:32.747,frame,40.854,35.87,-0.001852,-0.004374,0.51,0.58,
2026-03-30T15:19:32.784,frame,22.782,35.42,-0.001789,-0.004253,0.51,0.58,
2026-03-30T15:19:32.830,frame,38.874,33.93,-0.001748,-0.004093,0.51,0.58,
2026-03-30T15:19:32.851,frame,7.274,36.09,-0.001808,-0.003942,0.51,0.58,
2026-03-30T15:19:32.866,frame,6.378,38.54,-0.001854,-0.004162,0.51,0.58,
2026-03-30T15:19:32.912,frame,33.335,36.97,-0.001735,-0.004267,0.51,0.58,
2026-03-30T15:19:32.943,frame,15.861,36.45,-0.001842,-0.003922,0.51,0.58,
2026-03-30T15:19:32.995,frame,49.622,34.76,-0.001763,-0.0045,0.51,0.58,
2026-03-30T15:19:33.018,frame,7.404,35.58,-0.001809,-0.004272,0.51,0.58,
2026-03-30T15:19:33.029,frame,7.601,38.55,-0.001772,-0.004326,0.51,0.58,
2026-03-30T15:19:33.067,frame,26.404,37.34,-0.001534,-0.004188,0.51,0.58,
2026-03-30T15:19:33.101,frame,26.967,36.51,-0.001061,-0.004267,0.51,0.58,
2026-03-30T15:19:33.148,frame,39.271,35.05,-0.000998,-0.003847,0.51,0.59,
2026-03-30T15:19:33.180,frame,22.285,34.58,-0.001043,-0.003564,0.51,0.59,
2026-03-30T15:19:33.230,frame,38.133,33.18,-0.00103,-0.003696,0.51,0.59,
2026-03-30T15:19:33.251,frame,7.362,35.13,-0.000969,-0.003841,0.51,0.59,
2026-03-30T15:19:33.266,frame,7.309,37.34,-0.000989,-0.00359,0.51,0.59,
2026-03-30T15:19:33.311,frame,31.653,36.0,-0.001082,-0.003125,0.51,0.59,
2026-03-30T15:19:33.342,frame,29.265,35.65,-0.000565,-0.002716,0.52,0.59,
2026-03-30T15:19:33.393,frame,49.401,34.04,-0.000272,-0.001647,0.52,0.59,
2026-03-30T15:19:33.402,frame,6.422,41.91,-0.000344,-0.001851,0.52,0.59,
2026-03-30T15:19:33.422,frame,10.729,42.72,-0.000348,-0.001461,0.52,0.59,
2026-03-30T15:19:33.471,frame,44.367,40.48,0.000972,-0.001491,0.52,0.59,
2026-03-30T15:19:33.503,frame,24.055,39.57,0.002774,-0.002359,0.52,0.59,
2026-03-30T15:19:33.552,frame,42.375,37.68,0.005113,-0.003828,0.52,0.59,
2026-03-30T15:19:33.585,frame,22.886,36.95,0.008074,-0.009856,0.52,0.58,
2026-03-30T15:19:33.632,frame,35.949,35.37,0.012756,-0.014029,0.53,0.57,
2026-03-30T15:19:33.653,frame,8.054,36.53,0.012121,-0.017228,0.53,0.57,
2026-03-30T15:19:33.669,frame,7.14,39.03,0.017471,-0.021782,0.53,0.57,
2026-03-30T15:19:33.712,frame,33.813,37.48,0.021871,-0.025701,0.54,0.56,
2026-03-30T15:19:33.745,frame,30.747,36.79,0.028488,-0.028127,0.54,0.56,
2026-03-30T15:19:33.791,frame,29.107,35.26,0.032666,-0.032027,0.55,0.56,
2026-03-30T15:19:33.802,frame,7.463,41.26,0.032499,-0.033782,0.55,0.56,
2026-03-30T15:19:33.823,frame,13.434,41.8,0.035533,-0.036092,0.55,0.55,
2026-03-30T15:19:33.874,frame,45.076,39.59,0.038598,-0.037836,0.55,0.55,
2026-03-30T15:19:33.906,frame,28.5,38.71,0.04061,-0.041113,0.56,0.55,
2026-03-30T15:19:33.953,frame,40.886,36.98,0.043579,-0.041181,0.56,0.55,
2026-03-30T15:19:33.984,frame,20.927,36.52,0.045592,-0.041867,0.56,0.55,
2026-03-30T15:19:34.034,frame,39.217,34.88,0.046496,-0.041934,0.56,0.55,
2026-03-30T15:19:34.052,frame,7.625,36.76,0.046776,-0.042442,0.56,0.55,
2026-03-30T15:19:34.069,frame,6.292,39.22,0.046958,-0.041837,0.56,0.55,
2026-03-30T15:19:34.117,frame,38.293,37.36,0.048097,-0.041464,0.56,0.55,
2026-03-30T15:19:34.144,frame,15.65,37.4,0.048434,-0.040438,0.56,0.55,
2026-03-30T15:19:34.193,frame,46.799,35.7,0.048482,-0.040042,0.56,0.55,
2026-03-30T15:19:34.201,frame,5.215,45.12,0.048484,-0.040072,0.56,0.55,
2026-03-30T15:19:34.224,frame,11.414,44.88,0.049076,-0.039126,0.56,0.55,
2026-03-30T15:19:34.275,frame,45.132,42.35,0.048282,-0.039072,0.56,0.55,
2026-03-30T15:19:34.305,frame,26.31,41.39,0.047685,-0.040596,0.56,0.55,
2026-03-30T15:19:34.352,frame,39.983,39.38,0.047269,-0.041193,0.56,0.55,
2026-03-30T15:19:34.387,frame,24.83,38.32,0.04696,-0.042102,0.56,0.55,
2026-03-30T15:19:34.434,frame,39.003,36.6,0.046518,-0.042725,0.56,0.55,
2026-03-30T15:19:34.450,frame,6.191,38.87,0.046517,-0.042873,0.56,0.55,
2026-03-30T15:19:34.470,frame,6.954,40.38,0.045261,-0.043523,0.56,0.55,
2026-03-30T15:19:34.513,frame,33.486,38.65,0.044594,-0.043776,0.56,0.55,
2026-03-30T15:19:34.541,frame,14.54,38.2,0.043006,-0.043679,0.56,0.55,
2026-03-30T15:19:34.592,frame,46.586,36.38,0.040983,-0.042851,0.56,0.55,
2026-03-30T15:19:34.602,frame,7.967,41.59,0.040822,-0.042607,0.56,0.55,
2026-03-30T15:19:34.624,frame,6.733,41.96,0.038982,-0.040864,0.55,0.55,
2026-03-30T15:19:34.672,frame,41.644,39.93,0.035421,-0.03749,0.55,0.55,
2026-03-30T15:19:34.705,frame,25.891,38.96,0.029502,-0.036113,0.55,0.55,
2026-03-30T15:19:34.754,frame,41.395,37.11,0.024624,-0.033392,0.54,0.56,
2026-03-30T15:19:34.785,frame,22.73,36.59,0.018682,-0.031238,0.53,0.56,
2026-03-30T15:19:34.832,frame,37.096,35.04,0.012895,-0.027373,0.53,0.56,
2026-03-30T15:19:34.852,frame,7.249,36.51,0.013428,-0.027812,0.53,0.56,
2026-03-30T15:19:34.870,frame,7.455,38.7,0.010155,-0.025615,0.53,0.56,
2026-03-30T15:19:34.911,frame,32.482,37.22,0.007409,-0.025599,0.52,0.56,
2026-03-30T15:19:34.945,frame,16.294,36.48,0.005858,-0.025012,0.52,0.56,
2026-03-30T15:19:34.992,frame,31.155,34.94,0.005794,-0.02442,0.52,0.56,
2026-03-30T15:19:35.003,frame,7.105,41.18,0.00586,-0.023909,0.52,0.56,
2026-03-30T15:19:35.023,frame,10.681,41.97,0.006559,-0.022978,0.52,0.57,
2026-03-30T15:19:35.074,frame,44.451,39.74,0.006819,-0.021473,0.52,0.57,
2026-03-30T15:19:35.113,frame,33.828,38.34,0.008707,-0.020843,0.52,0.57,
2026-03-30T15:19:35.154,frame,25.756,36.94,0.010923,-0.02173,0.53,0.57,
2026-03-30T15:19:35.184,frame,21.498,36.54,0.01313,-0.021414,0.53,0.57,
2026-03-30T15:19:35.235,frame,40.439,34.85,0.014473,-0.0218,0.53,0.57,
2026-03-30T15:19:35.250,frame,7.6,37.09,0.01448,-0.022038,0.53,0.57,
2026-03-30T15:19:35.267,frame,6.983,39.36,0.016323,-0.021476,0.53,0.57,
2026-03-30T15:19:35.313,frame,33.494,37.71,0.017671,-0.021623,0.53,0.57,
2026-03-30T15:19:35.344,frame,17.076,37.15,0.018577,-0.021548,0.53,0.57,
2026-03-30T15:19:35.392,frame,31.031,35.52,0.019596,-0.020628,0.54,0.57,
2026-03-30T15:19:35.398,frame,6.654,41.75,0.019524,-0.020654,0.54,0.57,
2026-03-30T15:19:35.419,frame,10.333,42.52,0.019643,-0.019367,0.54,0.57,
2026-03-30T15:19:35.471,frame,42.365,40.32,0.019022,-0.018754,0.53,0.57,
2026-03-30T15:19:35.500,frame,24.703,39.36,0.018635,-0.018971,0.53,0.57,
2026-03-30T15:19:35.553,frame,40.176,37.48,0.018628,-0.017663,0.53,0.57,
2026-03-30T15:19:35.579,frame,20.991,37.0,0.018402,-0.016487,0.53,0.57,
2026-03-30T15:19:35.635,frame,40.582,35.23,0.017661,-0.016737,0.53,0.57,
2026-03-30T15:19:35.651,frame,6.499,37.5,0.017392,-0.016773,0.53,0.57,
2026-03-30T15:19:35.667,frame,6.25,39.7,0.017336,-0.016111,0.53,0.57,
2026-03-30T15:19:35.716,frame,37.307,37.85,0.017222,-0.015872,0.53,0.57,
2026-03-30T15:19:35.741,frame,14.258,37.88,0.017013,-0.015358,0.53,0.57,
2026-03-30T15:19:35.792,frame,45.885,36.13,0.016733,-0.015361,0.53,0.57,
2026-03-30T15:19:35.797,frame,5.932,42.56,0.01621,-0.014965,0.53,0.57,
2026-03-30T15:19:35.817,frame,9.149,43.31,0.01584,-0.016173,0.53,0.57,
2026-03-30T15:19:35.871,frame,42.031,40.98,0.016083,-0.015543,0.53,0.57,
2026-03-30T15:19:35.898,frame,22.753,40.12,0.015888,-0.015674,0.53,0.57,
2026-03-30T15:19:35.948,frame,37.376,38.2,0.016325,-0.015751,0.53,0.57,
2026-03-30T15:19:35.984,frame,22.585,37.31,0.016306,-0.015198,0.53,0.57,
2026-03-30T15:19:36.030,frame,36.182,35.74,0.016712,-0.016275,0.53,0.57,
