timestamp_iso,event_type,frame_latency_ms,fps,cursor_delta_x,cursor_delta_y,x,y,ttt_ms
2026-03-30T15:45:34.612,frame,400.338,0.0,0.0,0.0,0.0,0.0,
2026-03-30T15:45:34.652,frame,27.328,25.23,0.0,0.0,0.0,0.0,
2026-03-30T15:45:34.682,frame,26.331,25.92,0.0,0.0,0.0,0.0,
2026-03-30T15:45:34.732,frame,44.525,25.36,0.0,0.0,0.0,0.0,
2026-03-30T15:45:34.744,frame,8.071,30.54,0.0,0.0,0.0,0.0,
2026-03-30T15:45:34.761,frame,12.024,33.39,0.0,0.0,0.0,0.0,
2026-03-30T15:45:34.808,frame,42.537,32.18,0.0,0.0,0.0,0.0,
2026-03-30T15:45:34.842,frame,28.302,31.99,0.0,0.0,0.0,0.0,
2026-03-30T15:45:34.889,frame,42.88,30.9,0.0,0.0,0.0,0.0,
2026-03-30T15:45:34.900,frame,6.462,36.55,0.0,0.0,0.0,0.0,
2026-03-30T15:45:34.920,frame,15.069,37.94,0.0,0.0,0.0,0.0,
2026-03-30T15:45:34.970,frame,45.176,36.14,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.001,frame,26.479,35.74,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.049,frame,43.126,34.27,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.081,frame,27.669,33.95,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.131,frame,44.768,32.57,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.142,frame,7.272,37.67,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.161,frame,13.102,39.55,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.209,frame,43.623,37.67,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.242,frame,27.923,36.97,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.289,frame,42.961,35.38,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.300,frame,6.879,40.36,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.320,frame,15.027,41.32,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.370,frame,44.667,39.19,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.401,frame,25.455,38.56,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.450,frame,44.517,36.73,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.482,frame,27.282,36.19,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.530,frame,43.92,34.63,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.542,frame,7.638,39.31,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.562,frame,13.723,40.83,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.609,frame,43.473,38.83,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.642,frame,28.36,37.99,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.690,frame,43.581,36.28,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.701,frame,6.459,41.62,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.721,frame,15.351,42.44,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.770,frame,44.075,40.24,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.801,frame,25.329,39.49,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.849,frame,43.955,37.6,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.881,frame,27.394,36.96,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.930,frame,44.53,35.31,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.942,frame,7.232,40.18,0.0,0.0,0.0,0.0,
2026-03-30T15:45:35.959,frame,13.177,41.78,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.010,frame,44.862,39.63,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.041,frame,26.993,38.84,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.089,frame,43.532,37.03,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.100,frame,6.029,42.56,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.121,frame,16.394,43.07,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.172,frame,46.617,40.71,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.201,frame,23.863,40.14,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.251,frame,45.623,38.11,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.282,frame,25.718,37.55,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.332,frame,44.602,35.82,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.343,frame,7.614,40.41,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.360,frame,12.413,42.25,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.409,frame,43.428,40.11,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.442,frame,29.131,39.06,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.489,frame,41.739,37.32,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.499,frame,6.149,42.57,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.521,frame,16.661,43.01,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.569,frame,43.789,40.76,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.601,frame,26.672,39.87,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.649,frame,43.122,37.97,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.681,frame,27.105,37.33,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.732,frame,47.011,35.53,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.744,frame,7.149,40.53,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.761,frame,12.37,42.41,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.811,frame,45.455,40.16,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.841,frame,25.083,39.51,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.891,frame,45.816,37.54,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.903,frame,6.861,42.31,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.922,frame,14.121,43.28,0.0,0.0,0.0,0.0,
2026-03-30T15:45:36.971,frame,44.672,40.97,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.001,frame,24.194,40.3,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.050,frame,44.633,38.3,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.080,frame,25.658,37.77,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.131,frame,46.137,35.96,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.142,frame,6.65,41.19,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.160,frame,13.338,42.65,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.209,frame,43.977,40.45,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.241,frame,26.781,39.57,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.289,frame,44.063,37.66,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.301,frame,6.744,42.75,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.320,frame,14.31,43.65,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.374,frame,48.425,41.16,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.401,frame,22.752,40.68,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.449,frame,44.862,38.63,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.481,frame,25.786,38.02,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.529,frame,44.202,36.25,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.542,frame,6.72,41.08,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.561,frame,12.992,42.43,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.609,frame,43.075,40.26,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.641,frame,27.137,39.34,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.691,frame,44.469,37.42,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.702,frame,7.002,41.95,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.722,frame,13.612,42.91,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.769,frame,40.482,40.74,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.802,frame,27.494,39.68,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.848,frame,41.071,37.87,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.881,frame,27.323,37.18,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.930,frame,43.974,35.52,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.942,frame,7.269,39.98,0.0,0.0,0.0,0.0,
2026-03-30T15:45:37.961,frame,13.911,41.33,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.009,frame,43.187,39.28,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.040,frame,26.849,38.52,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.090,frame,44.662,36.69,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.101,frame,7.023,41.62,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.166,frame,6.52,38.99,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.177,frame,7.39,44.71,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.200,frame,20.398,44.52,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.249,frame,45.213,42.15,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.283,frame,30.843,40.9,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.330,frame,44.901,38.89,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.340,frame,6.528,44.96,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.360,frame,16.509,45.46,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.409,frame,44.443,42.98,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.439,frame,27.553,41.86,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.489,frame,45.305,39.73,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.500,frame,7.071,45.15,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.520,frame,17.08,45.45,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.569,frame,45.513,42.94,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.601,frame,28.523,41.8,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.649,frame,44.674,39.72,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.680,frame,28.23,38.94,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.731,frame,47.662,37.02,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.741,frame,7.599,42.77,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.760,frame,15.067,43.88,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.808,frame,45.769,41.54,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.841,frame,29.076,40.5,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.889,frame,45.082,38.52,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.899,frame,7.003,44.58,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.921,frame,18.383,44.74,0.0,0.0,0.0,0.0,
2026-03-30T15:45:38.973,frame,48.321,42.21,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.001,frame,25.465,41.5,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.050,frame,46.199,39.38,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.082,frame,28.721,38.6,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.131,frame,46.052,36.77,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.141,frame,6.75,43.35,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.160,frame,16.7,44.08,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.209,frame,45.566,41.73,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.242,frame,29.648,40.62,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.289,frame,44.176,38.68,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.299,frame,6.735,45.13,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.320,frame,19.055,45.15,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.371,frame,47.022,42.61,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.401,frame,26.382,41.73,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.451,frame,46.587,39.57,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.480,frame,26.452,38.98,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.531,frame,47.886,37.05,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.541,frame,6.846,43.5,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.562,frame,17.478,44.03,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.612,frame,47.557,41.61,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.641,frame,25.011,40.92,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.691,frame,46.391,38.83,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.701,frame,6.803,44.65,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.719,frame,14.985,45.49,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.769,frame,46.361,42.94,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.801,frame,28.0,41.81,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.849,frame,44.476,39.71,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.884,frame,31.445,38.6,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.933,frame,44.557,36.82,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.942,frame,6.778,43.1,0.0,0.0,0.0,0.0,
2026-03-30T15:45:39.960,frame,13.677,44.33,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.011,frame,47.305,41.87,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.043,frame,28.354,40.83,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.092,frame,45.656,38.8,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.102,frame,6.58,44.91,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.121,frame,15.986,45.68,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.172,frame,48.115,43.06,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.203,frame,27.598,42.0,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.253,frame,47.589,39.78,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.283,frame,26.109,39.24,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.332,frame,46.513,37.33,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.341,frame,6.549,43.93,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.362,frame,16.912,44.51,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.413,frame,48.301,42.01,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.444,frame,27.68,41.07,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.491,frame,44.651,39.06,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.500,frame,6.069,46.17,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.521,frame,16.931,46.53,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.569,frame,45.148,43.95,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.601,frame,28.561,42.71,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.653,frame,49.141,40.36,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.682,frame,26.657,39.69,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.735,frame,49.63,37.62,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.744,frame,6.043,44.95,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.762,frame,14.939,46.04,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.814,frame,49.592,43.34,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.841,frame,23.441,42.74,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.890,frame,46.045,40.51,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.900,frame,7.046,46.43,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.921,frame,16.798,46.78,0.0,0.0,0.0,0.0,
2026-03-30T15:45:40.973,frame,49.557,44.0,0.0,0.0,0.0,0.0,
2026-03-30T15:45:41.003,frame,26.295,42.98,0.0,0.0,0.0,0.0,
2026-03-30T15:45:41.054,frame,48.059,40.65,0.0,0.0,0.0,0.0,
2026-03-30T15:45:41.082,frame,25.167,40.1,0.0,0.0,0.0,0.0,
2026-03-30T15:45:41.133,frame,47.768,38.06,0.0,0.0,0.0,0.0,
2026-03-30T15:45:41.143,frame,7.081,43.96,0.0,0.0,0.0,0.0,
2026-03-30T15:45:41.161,frame,14.497,45.24,0.0,0.0,0.0,0.0,
